0.275,0.0029468,0.00086267,-0.00064837,0.004289,0.002816,0.003932,0.030405,0.008762,-0.0073953,0.045437,0.030027,0.042054,0.19628,0.054465,-0.058215,0.31094,0.20816,0.29357
0.28,0.0031013,0.00090716,-0.00068608,0.0045201,0.0029688,0.004146,0.031392,0.0090356,-0.0076896,0.047003,0.031076,0.043534,0.19852,0.054959,-0.059495,0.31552,0.21136,0.29822
0.285,0.0032607,0.00095303,-0.00072527,0.0047591,0.0031268,0.0043674,0.03239,0.0093116,-0.0079903,0.048592,0.032141,0.045036,0.20071,0.055436,-0.060781,0.32007,0.21454,0.30284
0.29,0.0034252,0.0010003,-0.00076599,0.0050061,0.0032902,0.0045964,0.033399,0.0095899,-0.0082974,0.050204,0.033221,0.046562,0.20286,0.055896,-0.062073,0.32458,0.21771,0.30744
0.295,0.0035947,0.0010489,-0.00080826,0.0052612,0.0034591,0.004833,0.034419,0.0098705,-0.008611,0.051838,0.034318,0.048111,0.20496,0.056341,-0.063371,0.32906,0.22085,0.31202
0.3,0.0037694,0.001099,-0.00085211,0.0055245,0.0036334,0.0050775,0.035449,0.010153,-0.0089312,0.053494,0.03543,0.049682,0.20702,0.056769,-0.064675,0.33349,0.22397,0.31657
0.305,0.0039492,0.0011505,-0.00089758,0.0057961,0.0038134,0.0053299,0.036489,0.010438,-0.0092578,0.055173,0.036557,0.051277,0.20904,0.05718,-0.065985,0.33789,0.22706,0.32109
0.31,0.0041343,0.0012034,-0.0009447,0.0060762,0.003999,0.0055903,0.037539,0.010725,-0.009591,0.056873,0.0377,0.052893,0.21101,0.057576,-0.067301,0.34226,0.23014,0.32559
0.315,0.0043247,0.0012577,-0.0009935,0.0063649,0.0041904,0.0058589,0.038599,0.011014,-0.0099308,0.058595,0.038859,0.054532,0.21294,0.057956,-0.068622,0.34658,0.23319,0.33007
0.32,0.0045203,0.0013135,-0.001044,0.0066622,0.0043876,0.0061357,0.039668,0.011305,-0.010277,0.060339,0.040032,0.056194,0.21482,0.058319,-0.069949,0.35087,0.23622,0.33452
0.325,0.0047214,0.0013708,-0.0010963,0.0069683,0.0045908,0.0064208,0.040747,0.011597,-0.01063,0.062104,0.041221,0.057878,0.21667,0.058667,-0.071281,0.35513,0.23923,0.33894
0.33,0.0049278,0.0014295,-0.0011503,0.0072833,0.0047999,0.0067145,0.041835,0.011891,-0.01099,0.06389,0.042424,0.059583,0.21847,0.058999,-0.072618,0.35934,0.24222,0.34334
0.335,0.0051397,0.0014897,-0.0012062,0.0076073,0.005015,0.0070167,0.042932,0.012187,-0.011357,0.065697,0.043643,0.061311,0.22023,0.059315,-0.073961,0.36352,0.24519,0.34772
0.34,0.0053571,0.0015514,-0.0012639,0.0079403,0.0052363,0.0073276,0.044037,0.012484,-0.01173,0.067525,0.044876,0.06306,0.22194,0.059616,-0.075309,0.36767,0.24813,0.35207
0.345,0.0055801,0.0016145,-0.0013235,0.0082826,0.0054638,0.0076473,0.045151,0.012783,-0.01211,0.069374,0.046124,0.064832,0.22362,0.0599,-0.076662,0.37178,0.25105,0.35639
0.35,0.0058087,0.0016792,-0.001385,0.0086341,0.0056976,0.007976,0.046273,0.013083,-0.012496,0.071243,0.047387,0.066624,0.22525,0.06017,-0.07802,0.37585,0.25395,0.36069
0.355,0.0060429,0.0017454,-0.0014485,0.008995,0.0059377,0.0083136,0.047404,0.013385,-0.01289,0.073132,0.048664,0.068439,0.22684,0.060423,-0.079383,0.37988,0.25683,0.36497
0.36,0.0062827,0.001813,-0.0015139,0.0093654,0.0061842,0.0086604,0.048542,0.013688,-0.01329,0.075042,0.049955,0.070274,0.22839,0.060661,-0.080751,0.38388,0.25969,0.36922
0.365,0.0065283,0.0018822,-0.0015814,0.0097455,0.0064373,0.0090164,0.049687,0.013991,-0.013697,0.076971,0.051261,0.072131,0.2299,0.060884,-0.082123,0.38785,0.26252,0.37344
0.37,0.0067796,0.001953,-0.0016509,0.010135,0.0066969,0.0093817,0.050841,0.014296,-0.014111,0.07892,0.05258,0.074008,0.23137,0.061092,-0.0835,0.39178,0.26534,0.37764
0.375,0.0070367,0.0020252,-0.0017225,0.010535,0.0069631,0.0097565,0.052001,0.014602,-0.014532,0.080889,0.053914,0.075907,0.23279,0.061284,-0.084882,0.39567,0.26813,0.38182
0.38,0.0072996,0.002099,-0.0017962,0.010944,0.007236,0.010141,0.053169,0.014909,-0.01496,0.082877,0.055261,0.077827,0.23418,0.061462,-0.086268,0.39952,0.27089,0.38596
0.385,0.0075684,0.0021743,-0.0018721,0.011364,0.0075157,0.010535,0.054343,0.015217,-0.015395,0.084884,0.056623,0.079767,0.23552,0.061624,-0.087658,0.40334,0.27364,0.39009
0.39,0.0078431,0.0022512,-0.0019502,0.011793,0.0078023,0.010939,0.055524,0.015525,-0.015837,0.08691,0.057998,0.081727,0.23683,0.061771,-0.089053,0.40713,0.27636,0.39419
0.395,0.0081237,0.0023296,-0.0020305,0.012233,0.0080957,0.011352,0.056711,0.015835,-0.016286,0.088955,0.059386,0.083708,0.23809,0.061903,-0.090452,0.41088,0.27907,0.39826
0.4,0.0084102,0.0024095,-0.0021131,0.012683,0.0083962,0.011776,0.057905,0.016144,-0.016741,0.091019,0.060788,0.08571,0.23932,0.06202,-0.091855,0.41459,0.28174,0.40231
0.405,0.0087027,0.002491,-0.0021979,0.013143,0.0087037,0.012209,0.059104,0.016455,-0.017204,0.093101,0.062204,0.087732,0.2405,0.062123,-0.093262,0.41827,0.2844,0.40633
0.41,0.0090012,0.0025741,-0.0022851,0.013614,0.0090182,0.012653,0.06031,0.016766,-0.017674,0.095202,0.063632,0.089773,0.24164,0.062211,-0.094673,0.42191,0.28704,0.41033
0.415,0.0093058,0.0026587,-0.0023747,0.014095,0.00934,0.013107,0.061521,0.017077,-0.018151,0.09732,0.065074,0.091835,0.24275,0.062284,-0.096088,0.42551,0.28965,0.4143
0.42,0.0096165,0.0027448,-0.0024666,0.014587,0.009669,0.013571,0.062737,0.017388,-0.018635,0.099457,0.066529,0.093916,0.24381,0.062342,-0.097506,0.42909,0.29224,0.41825
0.425,0.0099332,0.0028325,-0.002561,0.015089,0.010005,0.014046,0.063959,0.0177,-0.019126,0.10161,0.067996,0.096017,0.24484,0.062387,-0.098928,0.43262,0.29481,0.42217
0.43,0.010256,0.0029218,-0.0026579,0.015603,0.010349,0.014532,0.065185,0.018012,-0.019624,0.10378,0.069477,0.098138,0.24583,0.062416,-0.10035,0.43612,0.29735,0.42606
0.435,0.010585,0.0030127,-0.0027573,0.016127,0.0107,0.015028,0.066417,0.018324,-0.020129,0.10597,0.07097,0.10028,0.24678,0.062431,-0.10178,0.43959,0.29987,0.42994
0.44,0.01092,0.0031051,-0.0028592,0.016663,0.011059,0.015534,0.067653,0.018637,-0.020642,0.10818,0.072476,0.10244,0.24769,0.062432,-0.10322,0.44302,0.30238,0.43378
0.445,0.011262,0.003199,-0.0029637,0.017209,0.011425,0.016052,0.068894,0.018949,-0.021162,0.1104,0.073994,0.10462,0.24856,0.062419,-0.10465,0.44642,0.30485,0.4376
0.45,0.011609,0.0032946,-0.0030709,0.017767,0.011799,0.016581,0.070139,0.019261,-0.021688,0.11264,0.075524,0.10681,0.24939,0.062392,-0.10609,0.44978,0.30731,0.4414
0.455,0.011963,0.0033916,-0.0031806,0.018336,0.01218,0.01712,0.071388,0.019573,-0.022223,0.1149,0.077067,0.10903,0.25019,0.06235,-0.10753,0.4531,0.30974,0.44517
0.46,0.012323,0.0034903,-0.0032931,0.018916,0.012569,0.017671,0.07264,0.019884,-0.022764,0.11717,0.078621,0.11126,0.25095,0.062295,-0.10898,0.45639,0.31215,0.44891
0.465,0.012689,0.0035905,-0.0034083,0.019507,0.012966,0.018233,0.073897,0.020196,-0.023312,0.11946,0.080188,0.11352,0.25167,0.062225,-0.11043,0.45965,0.31454,0.45263
0.47,0.013062,0.0036922,-0.0035262,0.02011,0.013371,0.018806,0.075157,0.020506,-0.023868,0.12177,0.081767,0.11579,0.25235,0.062142,-0.11188,0.46287,0.3169,0.45632
0.475,0.013441,0.0037955,-0.003647,0.020725,0.013784,0.019391,0.07642,0.020817,-0.024431,0.12409,0.083357,0.11808,0.253,0.062045,-0.11333,0.46606,0.31925,0.45999
0.48,0.013826,0.0039004,-0.0037706,0.021351,0.014205,0.019987,0.077687,0.021127,-0.025001,0.12643,0.084959,0.12039,0.2536,0.061934,-0.11479,0.46921,0.32157,0.46364
0.485,0.014218,0.0040068,-0.003897,0.021989,0.014634,0.020595,0.078956,0.021436,-0.025579,0.12878,0.086573,0.12272,0.25418,0.061809,-0.11625,0.47233,0.32386,0.46725
0.49,0.014616,0.0041148,-0.0040264,0.022639,0.015071,0.021214,0.080229,0.021745,-0.026164,0.13115,0.088198,0.12506,0.25471,0.061671,-0.11771,0.47541,0.32614,0.47085
0.495,0.01502,0.0042243,-0.0041587,0.023301,0.015516,0.021845,0.081503,0.022053,-0.026756,0.13354,0.089834,0.12743,0.25521,0.06152,-0.11917,0.47846,0.32839,0.47441
0.5,0.015431,0.0043353,-0.0042939,0.023975,0.015969,0.022488,0.082781,0.02236,-0.027356,0.13594,0.091482,0.12981,0.25567,0.061355,-0.12064,0.48148,0.33062,0.47795
0.505,0.015848,0.0044479,-0.0044322,0.02466,0.01643,0.023144,0.08406,0.022666,-0.027963,0.13835,0.09314,0.13221,0.2561,0.061176,-0.12211,0.48446,0.33283,0.48147
0.51,0.016271,0.004562,-0.0045736,0.025358,0.0169,0.023811,0.085342,0.022972,-0.028577,0.14078,0.09481,0.13462,0.25649,0.060985,-0.12358,0.48741,0.33501,0.48496
0.515,0.016701,0.0046776,-0.004718,0.026068,0.017379,0.02449,0.086625,0.023276,-0.029198,0.14323,0.09649,0.13706,0.25684,0.06078,-0.12505,0.49032,0.33717,0.48843
0.52,0.017138,0.0047947,-0.0048656,0.026791,0.017865,0.025181,0.08791,0.02358,-0.029827,0.14569,0.098182,0.13951,0.25716,0.060562,-0.12653,0.4932,0.33931,0.49187
0.525,0.01758,0.0049134,-0.0050163,0.027525,0.01836,0.025885,0.089196,0.023882,-0.030464,0.14816,0.099883,0.14197,0.25744,0.060331,-0.12801,0.49604,0.34143,0.49528
0.53,0.01803,0.0050335,-0.0051702,0.028272,0.018864,0.026601,0.090484,0.024183,-0.031107,0.15065,0.1016,0.14446,0.25769,0.060087,-0.12948,0.49885,0.34352,0.49867
0.535,0.018485,0.0051552,-0.0053274,0.029032,0.019376,0.027329,0.091773,0.024483,-0.031758,0.15315,0.10332,0.14696,0.2579,0.05983,-0.13096,0.50163,0.34559,0.50203
0.54,0.018947,0.0052784,-0.0054878,0.029804,0.019897,0.028071,0.093063,0.024781,-0.032417,0.15566,0.10505,0.14948,0.25808,0.05956,-0.13245,0.50438,0.34764,0.50537
0.545,0.019416,0.005403,-0.0056516,0.030588,0.020427,0.028824,0.094354,0.025078,-0.033083,0.15819,0.10679,0.15201,0.25823,0.059277,-0.13393,0.50709,0.34966,0.50868
0.55,0.019891,0.0055291,-0.0058186,0.031386,0.020965,0.029591,0.095645,0.025374,-0.033756,0.16073,0.10855,0.15457,0.25833,0.058982,-0.13542,0.50976,0.35166,0.51197
0.555,0.020372,0.0056567,-0.0059891,0.032196,0.021512,0.03037,0.096937,0.025668,-0.034437,0.16329,0.11031,0.15713,0.25841,0.058674,-0.1369,0.51241,0.35364,0.51523
0.56,0.02086,0.0057858,-0.006163,0.033019,0.022068,0.031162,0.098229,0.025961,-0.035125,0.16586,0.11208,0.15972,0.25845,0.058354,-0.13839,0.51502,0.3556,0.51847
0.565,0.021355,0.0059163,-0.0063404,0.033854,0.022633,0.031967,0.099522,0.026252,-0.035821,0.16844,0.11387,0.16232,0.25846,0.058021,-0.13988,0.51759,0.35753,0.52168
0.57,0.021856,0.0060483,-0.0065213,0.034703,0.023207,0.032785,0.10081,0.026541,-0.036524,0.17103,0.11566,0.16494,0.25843,0.057675,-0.14137,0.52014,0.35944,0.52487
0.575,0.022363,0.0061818,-0.0067056,0.035565,0.02379,0.033617,0.10211,0.026828,-0.037235,0.17364,0.11746,0.16757,0.25837,0.057317,-0.14286,0.52265,0.36133,0.52803
0.58,0.022877,0.0063166,-0.0068936,0.036439,0.024382,0.034461,0.1034,0.027114,-0.037953,0.17626,0.11927,0.17022,0.25827,0.056947,-0.14436,0.52512,0.36319,0.53116
0.585,0.023397,0.0064529,-0.0070852,0.037327,0.024983,0.035319,0.10469,0.027398,-0.038678,0.17889,0.12109,0.17288,0.25815,0.056565,-0.14585,0.52757,0.36503,0.53427
0.59,0.023923,0.0065906,-0.0072804,0.038228,0.025593,0.03619,0.10598,0.02768,-0.039411,0.18154,0.12292,0.17556,0.25799,0.056171,-0.14734,0.52998,0.36685,0.53735
0.595,0.024457,0.0067297,-0.0074793,0.039143,0.026212,0.037074,0.10727,0.027959,-0.040152,0.18419,0.12476,0.17825,0.25779,0.055765,-0.14884,0.53236,0.36865,0.54041
0.6,0.024996,0.0068702,-0.0076819,0.04007,0.02684,0.037972,0.10856,0.028237,-0.0409,0.18686,0.12661,0.18096,0.25757,0.055346,-0.15034,0.5347,0.37042,0.54345
0.605,0.025542,0.0070121,-0.0078883,0.041011,0.027478,0.038884,0.10984,0.028513,-0.041655,0.18954,0.12847,0.18369,0.25731,0.054916,-0.15183,0.53701,0.37217,0.54645
0.61,0.026095,0.0071553,-0.0080985,0.041966,0.028125,0.039809,0.11113,0.028786,-0.042418,0.19223,0.13033,0.18643,0.25702,0.054474,-0.15333,0.53929,0.37389,0.54944
0.615,0.026653,0.0072999,-0.0083125,0.042934,0.028781,0.040748,0.11241,0.029058,-0.043188,0.19493,0.13221,0.18918,0.2567,0.05402,-0.15483,0.54154,0.3756,0.55239
0.62,0.027219,0.0074459,-0.0085304,0.043915,0.029447,0.041701,0.1137,0.029327,-0.043966,0.19764,0.13409,0.19195,0.25635,0.053555,-0.15632,0.54376,0.37728,0.55532
0.625,0.02779,0.0075932,-0.0087522,0.04491,0.030122,0.042668,0.11498,0.029593,-0.044752,0.20037,0.13598,0.19473,0.25596,0.053078,-0.15782,0.54594,0.37893,0.55823
0.63,0.028369,0.0077418,-0.0089779,0.045919,0.030807,0.043648,0.11626,0.029857,-0.045544,0.2031,0.13788,0.19753,0.25554,0.052589,-0.15932,0.54809,0.38057,0.56111
0.635,0.028953,0.0078917,-0.0092076,0.046941,0.031501,0.044643,0.11753,0.030119,-0.046345,0.20585,0.13978,0.20035,0.25509,0.052089,-0.16082,0.55021,0.38218,0.56397
0.64,0.029544,0.008043,-0.0094414,0.047977,0.032205,0.045652,0.11881,0.030378,-0.047153,0.20861,0.1417,0.20317,0.25461,0.051578,-0.16232,0.55229,0.38377,0.56679
0.645,0.030141,0.0081955,-0.0096792,0.049027,0.032918,0.046675,0.12008,0.030635,-0.047968,0.21137,0.14362,0.20601,0.2541,0.051055,-0.16381,0.55435,0.38533,0.5696
0.65,0.030745,0.0083493,-0.0099211,0.050091,0.033641,0.047712,0.12135,0.030889,-0.048791,0.21415,0.14555,0.20887,0.25356,0.050521,-0.16531,0.55637,0.38688,0.57238
0.655,0.031355,0.0085044,-0.010167,0.051169,0.034374,0.048764,0.12261,0.03114,-0.049621,0.21694,0.14749,0.21174,0.25299,0.049976,-0.16681,0.55836,0.3884,0.57513
0.66,0.031971,0.0086607,-0.010417,0.05226,0.035116,0.04983,0.12388,0.031388,-0.050459,0.21973,0.14944,0.21462,0.25239,0.04942,-0.16831,0.56031,0.38989,0.57786
