0,7.314981953499e-14,6.77763400958042e-13,4.02566868729082e-13,-2.05918615492351e-13,1.96787031114809e-13,1.56172297316459e-12,0.00418690329090644,0.0049631421561891,-0.00815925195570833,-0.011158264427763,-0.00365153435690213,-0.00372712548596387,0.00424817206062603,0.14329607519698,0.0219126434184618,-0.000568438708226103,-0.00228551012935839,-0.000114067166445672,0,0,0,0,0,0,0.00424817206062603,0.14329607519698,0.0219126434184618,-0.000568438708226103,-0.00228551012935839,-0.000114067166445672
0.005,2.0934516527682e-05,2.48157114587089e-05,-4.07962593759748e-05,-5.57913223447337e-05,-1.82576715877236e-05,-1.86356258680964e-05,0.0084131713972712,0.00989106710747034,-0.0163001470947638,-0.0222954584292667,-0.0072625744264837,-0.00746891177435261,0.00638477696909717,0.213493735595917,0.0320693737932404,-0.000853433931869963,-0.00381406192446326,-0.000170672095523463,0,0,0,0,0,0,0.00638477696909717,0.213493735595917,0.0320693737932404,-0.000853433931869963,-0.00381406192446326,-0.000170672095523463
0.01,8.41317140458618e-05,9.89106717524668e-05,-0.000163001470545071,-0.000222954584498586,-7.262574406805e-05,-7.46891161818031e-05,0.0169243310002332,0.0196931698447561,-0.0325532325004818,-0.044536958921218,-0.014423000552563,-0.0149737198793743,0.00854599833236864,0.279384278625017,0.0409382108844131,-0.00114034787714675,-0.00551798523537898,-0.000226410757579079,0,0,0,0,0,0,0.00854599833236864,0.279384278625017,0.0409382108844131,-0.00114034787714675,-0.00551798523537898,-0.000226410757579079
0.015,0.000190177826530014,0.00022174740990627,-0.000366328584380793,-0.000501160911556914,-0.000162487677113354,-0.000168372824661839,0.0255521626114214,0.0293865583254671,-0.0487473545819711,-0.0667109787446718,-0.0214589162388729,-0.0225199916269681,0.00859438144524331,0.27059709283253,0.0384346399929072,-0.00114346506525865,-0.00584453469556627,-0.00022466906939532,0,0,0,0,0,0,0.00859438144524331,0.27059709283253,0.0384346399929072,-0.00114346506525865,-0.00584453469556627,-0.00022466906939532
0.02,0.000339653340160076,0.000392776255007138,-0.000650475016364782,-0.000890064371945304,-0.000287214906456779,-0.000299889032451484,0.0342955046730192,0.038968803633424,-0.0648794139207237,-0.0888141112608836,-0.0283679348816318,-0.0301057126004977,0.0086410883583249,0.261468247597763,0.0360761428203309,-0.00114513978619269,-0.00612286258283925,-0.000222912936533643,0,0,0,0,0,0,0.0086410883583249,0.261468247597763,0.0360761428203309,-0.00114513978619269,-0.00612286258283925,-0.000222912936533643
0.025,0.000533132873260206,0.00061143544624051,-0.00101512272358803,-0.00138930202416575,-0.000446167025929672,-0.000469429950666816,0.043153171679269,0.0484374990182362,-0.0809463269404318,-0.110842959449392,-0.0351477066445976,-0.0377288694683841,0.00868615380144532,0.252004500645851,0.0338637215156878,-0.00114536375188215,-0.00635322525219294,-0.00022114190189471,0,0,0,0,0,0,0.00868615380144532,0.252004500645851,0.0338637215156878,-0.00114536375188215,-0.00635322525219294,-0.00022114190189471
0.03,0.000771185056952766,0.0008771512451895,-0.0014599382857691,-0.00199849396643922,-0.000638691972902755,-0.000677177727135325,0.0521239543360154,0.057790260481339,-0.096945026627432,-0.132794136528011,-0.0417959190955581,-0.0453874505088215,0.00872962479427652,0.242212720960393,0.0317983550455873,-0.00114412971478665,-0.00653589275440744,-0.000219355540630971,0,0,0,0,0,0,0.00872962479427652,0.242212720960393,0.0317983550455873,-0.00114412971478665,-0.00653589275440744,-0.000219355540630971
0.035,0.00105437241662036,0.0011893380510539,-0.00198457298986235,-0.00271724338944586,-0.000864126216885253,-0.000923304455755031,0.0612066197243794,0.06702472735774,-0.112872463246982,-0.154664266571871,-0.0483102978332455,-0.0530794461321735,0.00877156030331645,0.232099886504896,0.0298809991938019,-0.00114143123231928,-0.00667114813644169,-0.000217553461589789,0,0,0,0,0,0,0.00877156030331645,0.232099886504896,0.0298809991938019,-0.00114143123231928,-0.00667114813644169,-0.000217553461589789
0.04,0.00138325125419656,0.0015473985187669,-0.00258866291823892,-0.00354513663215793,-0.00112179495123521,-0.00120797218845706,0.070399911468739,0.07613856289324,-0.128725605055424,-0.176449985131011,-0.0546886071047217,-0.0608028494014309,0.00881203086037225,0.22167308193969,0.0281125865826298,-0.0011372624399395,-0.00675928673400771,-0.000215735308687243,0,0,0,0,0,0,0.00881203086037225,0.22167308193969,0.0281125865826298,-0.0011372624399395,-0.00675928673400771,-0.000215735308687243
0.045,0.00175837153130775,0.0019507236799863,-0.00327182904041659,-0.00448174324075597,-0.00141101228793247,-0.00153133294976934,0.079702549909224,0.08512945481689,-0.144501439007699,-0.198147939846584,-0.060928650412948,-0.06855565655057,0.00885111814467659,0.210939496350922,0.0264940267222986,-0.00113161783355391,-0.00680061545667026,-0.000213900762211957,0,0,0,0,0,0,0.00885111814467659,0.210939496350922,0.0264940267222986,-0.00113161783355391,-0.00680061545667026,-0.000213900762211957
0.05,0.0021802767532888,0.0023986930669358,-0.00403367730831591,-0.00552661603062377,-0.00173108145536469,-0.00189352875396276,0.089113232278386,0.093995115908619,-0.16019697146015,-0.21975479106552,-0.067028271114403,-0.076335867500324,0.00888891453098636,0.199906420988259,0.0250262060848562,-0.0011244920618342,-0.00679545206812119,-0.000212049540058223,0,0,0,0,0,0,0.00888891453098636,0.199906420988259,0.0250262060848562,-0.0011244920618342,-0.00679545206812119,-0.000212049540058223
